segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29185698.504,3215.18,0.778,3215.18,0.754,-884.17,0.79,-562.66,0.797,2652.52,0.862,2411.38,0.871
29185898.504,3215.18,0.766,3215.18,0.741,-80.38,0.785,321.52,0.789,3054.42,0.873,3215.18,0.885
29186098.504,3215.18,0.748,3215.18,0.733,643.04,0.782,1044.93,0.785,3215.18,0.885,3215.18,0.895
29186298.504,3215.18,0.727,-1125.31,0.715,1527.21,0.788,1848.73,0.787,3215.18,0.886,3215.18,0.898
29186498.504,-321.52,0.729,-482.28,0.746,2250.62,0.797,2652.52,0.794,3215.18,0.887,3215.18,0.899
29186698.504,321.52,0.769,241.14,0.783,3054.42,0.806,3215.18,0.804,3215.18,0.898,3215.18,0.91
29186898.504,321.52,0.804,723.41,0.814,3215.18,0.819,3215.18,0.813,3215.18,0.915,3215.18,0.932
29187098.504,884.17,0.82,401.9,0.832,2974.04,0.832,3215.18,0.822,3215.18,0.923,3215.18,0.947
29187298.504,1205.69,0.823,964.55,0.835,3134.8,0.843,3215.18,0.831,3215.18,0.923,3215.18,0.95
29187498.504,321.52,0.825,1768.35,0.837,3215.18,0.856,3215.18,0.84,3215.18,0.924,3215.18,0.943
29187698.504,964.55,0.832,2491.76,0.839,3215.18,0.868,3215.18,0.847,3215.18,0.918,3215.18,0.919
29187898.504,1768.35,0.837,3215.18,0.845,3215.18,0.873,3215.18,0.851,3215.18,0.863,3215.18,0.817
29188098.504,2652.52,0.838,2893.66,0.847,3215.18,0.872,3215.18,0.848,3215.18,0.756,nan,0.648
29188298.504,3215.18,0.843,3215.18,0.855,3215.18,0.868,3215.18,0.841,3215.18,0.659,nan,0.493
29188498.504,3215.18,0.848,3215.18,0.857,3215.18,0.854,3215.18,0.833,nan,0.535,nan,0.334
29188698.504,3215.18,0.858,3215.18,0.858,3215.18,0.834,3215.18,0.821,nan,0.465,nan,0.35
29188898.504,3215.18,0.853,3215.18,0.846,3215.18,0.809,3215.18,0.809,-3215.18,0.666,nan,0.528
29189098.504,3215.18,0.815,3215.18,0.807,3215.18,0.784,3215.18,0.798,-3215.18,0.784,-3215.18,0.692
29189298.504,3215.18,0.758,3215.18,0.759,3215.18,0.757,3215.18,0.785,-3215.18,0.84,-3054.42,0.762
29189498.504,3215.18,0.722,3215.18,0.721,3215.18,0.736,3215.18,0.773,-3054.42,0.851,-2411.38,0.801
29189698.504,643.04,0.672,884.17,0.681,-2411.38,0.732,3215.18,0.768,-2331.0,0.866,-1848.73,0.843
29189898.504,241.14,0.68,241.14,0.702,-2009.48,0.748,3215.18,0.763,-1607.59,0.891,-1366.45,0.882
29190098.504,80.38,0.71,-80.38,0.739,-803.79,0.757,3215.18,0.752,-1125.31,0.927,-884.17,0.928
29190298.504,321.52,0.714,160.76,0.754,-3215.18,0.763,-3215.18,0.742,-562.66,0.955,-401.9,0.96
29190498.504,321.52,0.69,241.14,0.728,-3215.18,0.772,-3215.18,0.759,-80.38,0.97,80.38,0.98
29190698.504,nan,0.648,321.52,0.68,-3215.18,0.762,-3215.18,0.771,241.14,0.971,401.9,0.982
29190898.504,nan,0.613,nan,0.624,-3215.18,0.759,-3215.18,0.785,562.66,0.952,643.04,0.959
29191098.504,nan,0.602,nan,0.577,-3215.18,0.782,-3215.18,0.813,803.79,0.91,643.04,0.915
29191298.504,nan,0.586,nan,0.548,-3215.18,0.816,-3215.18,0.839,964.55,0.857,884.17,0.862
29191498.504,nan,0.58,nan,0.541,-3215.18,0.847,-3215.18,0.86,1366.45,0.806,1286.07,0.81
29191698.504,nan,0.596,nan,0.562,-3215.18,0.865,-3215.18,0.87,1687.97,0.751,1607.59,0.747
29191898.504,nan,0.627,nan,0.615,-3215.18,0.876,-3215.18,0.872,1929.11,0.685,1446.83,0.675
29192098.504,-964.55,0.695,-2009.48,0.711,-3215.18,0.878,-3215.18,0.868,nan,0.606,nan,0.59
29192298.504,-1366.45,0.802,-1527.21,0.816,-3134.8,0.872,-2732.9,0.864,nan,0.564,nan,0.539
29192498.504,-964.55,0.881,-884.17,0.883,-2411.38,0.872,-2009.48,0.867,nan,0.572,nan,0.54
29192698.504,-401.9,0.927,-482.28,0.924,-1768.35,0.881,-1205.69,0.88,-1527.21,0.652,nan,0.616
29192898.504,241.14,0.952,80.38,0.947,-1125.31,0.894,-643.04,0.897,-1205.69,0.738,-562.66,0.727
29193098.504,562.66,0.954,321.52,0.952,-562.66,0.906,-241.14,0.91,-723.41,0.815,-562.66,0.816
29193298.504,723.41,0.925,723.41,0.932,0.0,0.915,321.52,0.921,-723.41,0.884,-401.9,0.894
29193498.504,562.66,0.893,723.41,0.905,723.41,0.919,1044.93,0.923,-321.52,0.927,-160.76,0.937
29193698.504,643.04,0.874,723.41,0.886,1205.69,0.918,1687.97,0.915,160.76,0.94,321.52,0.941
29193898.504,723.41,0.863,803.79,0.874,1768.35,0.914,2250.62,0.9,723.41,0.936,1044.93,0.927
29194098.504,1044.93,0.843,1125.31,0.863,2491.76,0.906,2732.9,0.873,1366.45,0.927,1848.73,0.917
29194298.504,1366.45,0.802,1607.59,0.833,3054.42,0.894,3054.42,0.84,2089.86,0.905,2331.0,0.876
29194498.504,1768.35,0.751,2170.24,0.803,3215.18,0.872,2974.04,0.789,2893.66,0.858,2732.9,0.808
29194698.504,3215.18,0.697,3215.18,0.8,3215.18,0.827,2893.66,0.713,3215.18,0.805,884.17,0.753
29194898.504,3215.18,0.652,3215.18,0.792,3134.8,0.756,nan,0.636,1527.21,0.768,884.17,0.745
29195098.504,nan,0.566,3215.18,0.737,2170.24,0.689,nan,0.589,1446.83,0.751,1125.31,0.729
29195298.504,nan,0.597,3215.18,0.744,nan,0.626,nan,0.551,1687.97,0.695,884.17,0.67
29195498.504,3215.18,0.7,3215.18,0.806,nan,0.554,nan,0.531,nan,0.624,nan,0.614
29195698.504,321.52,0.808,803.79,0.807,nan,0.491,-3215.18,0.674,nan,0.543,nan,0.536
29195898.504,1205.69,0.8,1607.59,0.83,nan,0.591,-3215.18,0.792,nan,0.403,nan,0.458
29196098.504,2170.24,0.726,2250.62,0.799,-3215.18,0.756,-3215.18,0.859,nan,0.301,nan,0.451
29196298.504,2893.66,0.682,2572.14,0.73,-3215.18,0.852,-3215.18,0.884,nan,0.41,nan,0.56
29196498.504,nan,0.632,3215.18,0.687,-3215.18,0.896,-3215.18,0.891,nan,0.553,nan,0.647
29196698.504,-3215.18,0.663,nan,0.463,-3215.18,0.906,-3215.18,0.888,160.76,0.726,643.04,0.676
29196898.504,-3215.18,0.706,nan,0.467,-3215.18,0.903,-3215.18,0.879,241.14,0.813,321.52,0.711
29197098.504,-3215.18,0.752,nan,0.589,-3215.18,0.884,-3215.18,0.863,241.14,0.77,321.52,0.686
29197298.504,-3215.18,0.813,-160.76,0.676,-2491.76,0.855,-3054.42,0.844,241.14,0.778,321.52,0.76
29197498.504,-3215.18,0.843,-3215.18,0.656,-3215.18,0.838,-3215.18,0.831,241.14,0.805,321.52,0.845
29197698.504,-3215.18,0.855,-3215.18,0.706,-3215.18,0.837,-3215.18,0.829,241.14,0.856,321.52,0.843
29197898.504,-3215.18,0.855,-3215.18,0.741,-3215.18,0.834,-3215.18,0.825,241.14,0.925,321.52,0.84
29198098.504,-2732.9,0.854,-2974.04,0.77,-3215.18,0.821,-3215.18,0.812,241.14,0.943,321.52,0.805
29198298.504,-1607.59,0.844,-643.04,0.806,-3054.42,0.801,-2732.9,0.795,321.52,0.895,401.9,0.686
29198498.504,-803.79,0.846,-321.52,0.841,-1446.83,0.787,-1607.59,0.784,321.52,0.806,nan,0.578
29198698.504,-80.38,0.853,80.38,0.871,-723.41,0.774,-803.79,0.776,643.04,0.669,nan,0.518
29198898.504,321.52,0.854,321.52,0.89,-80.38,0.764,-321.52,0.768,nan,0.532,nan,0.434
29199098.504,401.9,0.843,321.52,0.874,241.14,0.758,401.9,0.763,nan,0.524,nan,0.461
29199298.504,562.66,0.848,321.52,0.874,-3215.18,0.753,884.17,0.758,nan,0.567,nan,0.579
29199498.504,321.52,0.863,321.52,0.879,-2652.52,0.753,1527.21,0.756,241.14,0.654,-2089.86,0.659
29199698.504,562.66,0.879,321.52,0.884,-1205.69,0.759,2813.28,0.761,241.14,0.758,-1366.45,0.748
29199898.504,723.41,0.893,321.52,0.883,-401.9,0.773,3215.18,0.77,241.14,0.718,-643.04,0.828
29200098.504,884.17,0.901,321.52,0.867,321.52,0.79,401.9,0.783,241.14,0.746,-482.28,0.875
29200298.504,1446.83,0.891,884.17,0.823,562.66,0.813,1205.69,0.802,241.14,0.746,0.0,0.891
29200498.504,2250.62,0.884,1768.35,0.784,1286.07,0.832,1527.21,0.82,241.14,0.791,321.52,0.898
29200698.504,2732.9,0.843,2170.24,0.673,2089.86,0.84,2009.48,0.831,241.14,0.846,321.52,0.907
29200898.504,3215.18,0.775,nan,0.469,2893.66,0.845,2813.28,0.839,241.14,0.697,321.52,0.877
29201098.504,nan,0.622,nan,0.455,3215.18,0.853,3215.18,0.847,nan,0.546,321.52,0.84
29201298.504,nan,0.443,nan,0.391,3215.18,0.858,3215.18,0.847,nan,0.444,401.9,0.796
29201498.504,nan,0.299,nan,0.331,3215.18,0.862,3215.18,0.849,nan,0.403,1125.31,0.757
29201698.504,nan,0.388,nan,0.409,3215.18,0.868,3215.18,0.85,nan,0.524,964.55,0.707
29201898.504,nan,0.573,nan,0.564,3215.18,0.867,3215.18,0.846,-803.79,0.702,nan,0.647
29202098.504,-884.17,0.691,-803.79,0.677,3215.18,0.85,3215.18,0.829,-482.28,0.768,nan,0.582
29202298.504,-643.04,0.774,-643.04,0.755,3215.18,0.816,3215.18,0.799,0.0,0.719,nan,0.514
29202498.504,-321.52,0.837,-321.52,0.818,3215.18,0.761,3215.18,0.757,241.14,0.663,nan,0.448
29202698.504,-241.14,0.896,-321.52,0.877,-3215.18,0.702,-3215.18,0.727,nan,0.617,nan,0.423
29202898.504,-160.76,0.924,-160.76,0.908,-3215.18,0.749,-3215.18,0.764,nan,0.627,nan,0.504
29203098.504,80.38,0.905,80.38,0.897,-3215.18,0.804,-3215.18,0.808,-160.76,0.729,nan,0.649
29203298.504,241.14,0.852,241.14,0.844,-3215.18,0.852,-3215.18,0.842,-80.38,0.838,-241.14,0.787
29203498.504,321.52,0.796,321.52,0.794,-3215.18,0.888,-3215.18,0.875,80.38,0.909,0.0,0.883
29203698.504,401.9,0.754,321.52,0.756,-3215.18,0.917,-3215.18,0.901,241.14,0.941,241.14,0.934
29203898.504,482.28,0.728,321.52,0.736,-3215.18,0.935,-3215.18,0.92,401.9,0.917,321.52,0.952
29204098.504,80.38,0.726,80.38,0.75,-3215.18,0.942,-3215.18,0.928,482.28,0.867,401.9,0.949
29204298.504,241.14,0.741,241.14,0.762,-3215.18,0.938,-3215.18,0.926,321.52,0.809,321.52,0.935
29204498.504,321.52,0.719,321.52,0.748,-3215.18,0.924,-3215.18,0.91,241.14,0.816,321.52,0.943
29204698.504,401.9,0.682,321.52,0.708,-2572.14,0.906,-2411.38,0.895,160.76,0.863,401.9,0.957
29204898.504,nan,0.637,401.9,0.66,-1848.73,0.904,-1607.59,0.896,321.52,0.905,643.04,0.948
29205098.504,nan,0.619,nan,0.635,-1125.31,0.91,-884.17,0.905,803.79,0.895,1205.69,0.912
29205298.504,-80.38,0.684,0.0,0.684,-401.9,0.919,-241.14,0.915,1205.69,0.804,1768.35,0.834
29205498.504,-160.76,0.797,-80.38,0.789,160.76,0.926,401.9,0.923,nan,0.64,2491.76,0.717
29205698.504,0.0,0.891,0.0,0.882,643.04,0.929,803.79,0.926,nan,0.441,nan,0.561
29205898.504,321.52,0.935,321.52,0.931,1044.93,0.925,1125.31,0.92,nan,0.301,nan,0.318
29206098.504,562.66,0.919,562.66,0.91,1286.07,0.916,1366.45,0.908,nan,0.321,nan,0.581
29206298.504,723.41,0.84,723.41,0.838,1527.21,0.906,1446.83,0.897,nan,0.48,-3134.8,0.707
29206498.504,562.66,0.747,562.66,0.745,1848.73,0.893,1768.35,0.884,nan,0.622,-2572.14,0.757
29206698.504,321.52,0.693,401.9,0.693,2250.62,0.874,2089.86,0.865,-1286.07,0.7,-2089.86,0.784
29206898.504,321.52,0.694,321.52,0.703,2411.38,0.852,2411.38,0.837,-1044.93,0.739,-1848.73,0.81
29207098.504,241.14,0.721,241.14,0.739,2813.28,0.832,2732.9,0.81,-1044.93,0.765,-3215.18,0.831
29207298.504,321.52,0.738,321.52,0.763,3215.18,0.82,3054.42,0.779,-1687.97,0.776,-3215.18,0.852
29207498.504,241.14,0.74,321.52,0.754,3215.18,0.784,3215.18,0.713,-3215.18,0.813,-3215.18,0.862
29207698.504,401.9,0.723,562.66,0.716,nan,0.624,nan,0.489,-3215.18,0.842,-3215.18,0.859
29207898.504,401.9,0.701,562.66,0.666,nan,0.296,nan,0.279,-3215.18,0.855,-3215.18,0.85
29208098.504,321.52,0.726,321.52,0.658,nan,0.392,nan,0.407,-3215.18,0.855,-3215.18,0.839
29208298.504,321.52,0.791,321.52,0.713,nan,0.569,nan,0.602,-3215.18,0.841,-3215.18,0.823
29208498.504,321.52,0.879,241.14,0.817,-241.14,0.772,-321.52,0.798,-3215.18,0.825,-3215.18,0.81
29208698.504,321.52,0.93,241.14,0.905,-80.38,0.881,-80.38,0.875,-3215.18,0.812,-3215.18,0.801
29208898.504,321.52,0.915,321.52,0.925,160.76,0.892,321.52,0.871,-3134.8,0.799,-3134.8,0.791
29209098.504,562.66,0.867,482.28,0.898,321.52,0.877,321.52,0.855,-2331.0,0.792,-2331.0,0.787
29209298.504,803.79,0.799,562.66,0.828,321.52,0.855,321.52,0.837,-1527.21,0.794,-1527.21,0.794
29209498.504,1125.31,0.711,803.79,0.73,401.9,0.832,401.9,0.813,-723.41,0.795,-723.41,0.801
29209698.504,nan,0.567,nan,0.574,321.52,0.815,321.52,0.799,80.38,0.792,-80.38,0.801
29209898.504,nan,0.481,nan,0.509,562.66,0.776,401.9,0.761,562.66,0.78,321.52,0.796
29210098.504,nan,0.548,nan,0.584,401.9,0.721,482.28,0.711,1125.31,0.767,1125.31,0.788
29210298.504,nan,0.633,321.52,0.68,482.28,0.686,482.28,0.676,1848.73,0.755,1848.73,0.78
29210498.504,321.52,0.655,321.52,0.68,643.04,0.652,nan,0.647,2732.9,0.746,2732.9,0.775
29210698.504,nan,0.615,nan,0.584,nan,0.619,nan,0.627,80.38,0.745,3215.18,0.774
29210898.504,nan,0.604,nan,0.507,nan,0.628,nan,0.649,482.28,0.746,3215.18,0.764
29211098.504,nan,0.649,nan,0.555,-2411.38,0.723,-2250.62,0.737,1125.31,0.738,3215.18,0.759
29211298.504,-803.79,0.72,-723.41,0.664,-964.55,0.82,-1286.07,0.832,-3215.18,0.739,3215.18,0.756
29211498.504,-643.04,0.777,-321.52,0.747,-160.76,0.874,-643.04,0.879,-3215.18,0.752,3215.18,0.756
29211698.504,-401.9,0.819,-160.76,0.813,321.52,0.881,321.52,0.883,-2331.0,0.757,3215.18,0.756
29211898.504,0.0,0.846,80.38,0.851,723.41,0.859,643.04,0.873,-1446.83,0.773,3215.18,0.759
29212098.504,321.52,0.859,160.76,0.866,723.41,0.82,884.17,0.836,-723.41,0.792,-562.66,0.774
29212298.504,321.52,0.854,321.52,0.854,482.28,0.796,562.66,0.812,80.38,0.81,241.14,0.797
29212498.504,321.52,0.838,321.52,0.829,401.9,0.811,401.9,0.82,643.04,0.823,1044.93,0.815
29212698.504,321.52,0.804,321.52,0.791,401.9,0.824,482.28,0.828,1366.45,0.829,1366.45,0.825
29212898.504,321.52,0.748,241.14,0.741,643.04,0.811,723.41,0.804,2170.24,0.831,2170.24,0.829
29213098.504,321.52,0.68,321.52,0.682,643.04,0.775,723.41,0.766,3054.42,0.843,3054.42,0.843
29213298.504,nan,0.611,nan,0.615,723.41,0.727,803.79,0.707,3215.18,0.862,3215.18,0.861
29213498.504,nan,0.549,nan,0.559,nan,0.65,nan,0.64,3215.18,0.875,3215.18,0.873
29213698.504,nan,0.541,nan,0.556,nan,0.54,nan,0.541,3215.18,0.888,3215.18,0.884
29213898.504,nan,0.642,-1768.35,0.655,nan,0.49,nan,0.494,3215.18,0.897,3215.18,0.891
29214098.504,-1768.35,0.731,-1446.83,0.742,nan,0.517,nan,0.521,3215.18,0.908,3215.18,0.901
29214298.504,-1286.07,0.801,-1205.69,0.805,nan,0.548,nan,0.545,3215.18,0.921,3215.18,0.911
29214498.504,-1044.93,0.854,-884.17,0.854,nan,0.565,nan,0.558,3215.18,0.92,3215.18,0.907
29214698.504,-723.41,0.893,-723.41,0.895,nan,0.64,nan,0.631,3215.18,0.89,3215.18,0.873
29214898.504,-482.28,0.915,-241.14,0.915,-3215.18,0.754,-3215.18,0.758,3215.18,0.831,3215.18,0.796
29215098.504,0.0,0.92,0.0,0.921,-3215.18,0.843,-3215.18,0.844,3215.18,0.743,3215.18,0.698
29215298.504,321.52,0.914,321.52,0.918,-3215.18,0.903,-3215.18,0.905,nan,0.627,nan,0.582
29215498.504,884.17,0.901,964.55,0.906,-3215.18,0.927,-3215.18,0.931,nan,0.571,nan,0.611
29215698.504,1205.69,0.888,1286.07,0.893,-3215.18,0.929,-3215.18,0.937,-2893.66,0.675,-3134.8,0.709
29215898.504,1848.73,0.877,1768.35,0.883,-3215.18,0.924,-3215.18,0.932,-2089.86,0.741,-2572.14,0.759
29216098.504,2572.14,0.868,2331.0,0.874,-3215.18,0.915,-3215.18,0.922,-1366.45,0.801,-1768.35,0.805
29216298.504,3215.18,0.863,3054.42,0.869,-3215.18,0.903,-3215.18,0.911,-964.55,0.857,-1044.93,0.848
29216498.504,3215.18,0.867,3215.18,0.87,-3215.18,0.888,-3215.18,0.898,-482.28,0.91,-562.66,0.894
29216698.504,3215.18,0.86,3215.18,0.859,-3215.18,0.867,-3215.18,0.878,80.38,0.94,-241.14,0.918
29216898.504,3215.18,0.844,3215.18,0.836,-3215.18,0.848,-3215.18,0.858,160.76,0.959,-80.38,0.933
29217098.504,3215.18,0.81,3215.18,0.787,-2411.38,0.828,-2572.14,0.839,241.14,0.963,321.52,0.939
29217298.504,3215.18,0.76,3215.18,0.721,-3215.18,0.815,-3215.18,0.824,723.41,0.954,401.9,0.934
29217498.504,3215.18,0.716,321.52,0.718,-3215.18,0.807,-3215.18,0.813,1205.69,0.936,803.79,0.925
29217698.504,723.41,0.708,482.28,0.711,-3215.18,0.803,-3215.18,0.805,1687.97,0.918,1527.21,0.916
29217898.504,-3215.18,0.725,884.17,0.674,-3215.18,0.797,-3215.18,0.796,2411.38,0.899,2331.0,0.912
29218098.504,-3215.18,0.735,-3215.18,0.671,-3215.18,0.793,-3215.18,0.786,3054.42,0.883,3054.42,0.92
29218298.504,-3215.18,0.745,-3215.18,0.692,-3215.18,0.792,-3215.18,0.781,3215.18,0.87,3215.18,0.94
29218498.504,-3215.18,0.77,-3215.18,0.725,-3215.18,0.793,-3215.18,0.777,3215.18,0.809,3215.18,0.953
29218698.504,-3215.18,0.8,-3215.18,0.766,-3215.18,0.804,-3215.18,0.785,3215.18,0.686,3215.18,0.959
29218898.504,-3215.18,0.834,-3215.18,0.809,-3215.18,0.82,-3215.18,0.798,nan,0.49,3215.18,0.94
29219098.504,-3054.42,0.844,-2974.04,0.828,-3215.18,0.836,-3215.18,0.817,nan,0.414,3215.18,0.905
29219298.504,-2170.24,0.848,-2170.24,0.839,-3215.18,0.845,-3215.18,0.829,nan,0.545,3215.18,0.859
29219498.504,-1125.31,0.865,-1044.93,0.867,-3215.18,0.848,-3215.18,0.835,-3215.18,0.71,3215.18,0.774
29219698.504,-401.9,0.895,-562.66,0.901,-3215.18,0.846,-3215.18,0.835,-3215.18,0.85,nan,0.622
29219898.504,0.0,0.932,-80.38,0.937,-3215.18,0.845,-3215.18,0.837,-3215.18,0.913,nan,0.389
29220098.504,321.52,0.958,321.52,0.966,-3215.18,0.846,-3215.18,0.84,-3215.18,0.941,nan,0.634
29220298.504,643.04,0.959,482.28,0.97,-3215.18,0.841,-3215.18,0.838,-3215.18,0.954,-3215.18,0.802
29220498.504,803.79,0.932,643.04,0.948,-3054.42,0.829,-3054.42,0.828,-3215.18,0.958,-3215.18,0.846
29220698.504,803.79,0.898,562.66,0.913,-2250.62,0.819,-2250.62,0.817,-3215.18,0.942,-2732.9,0.857
29220898.504,803.79,0.865,723.41,0.877,-1446.83,0.816,-1446.83,0.812,-2732.9,0.912,-2009.48,0.863
29221098.504,884.17,0.835,964.55,0.834,-803.79,0.816,-643.04,0.811,-1929.11,0.887,-1446.83,0.859
29221298.504,1286.07,0.787,1205.69,0.777,0.0,0.82,80.38,0.811,-3215.18,0.869,-964.55,0.834
29221498.504,1366.45,0.724,1446.83,0.696,723.41,0.821,803.79,0.81,-3215.18,0.877,-3215.18,0.847
29221698.504,nan,0.601,nan,0.571,1446.83,0.818,1527.21,0.805,-3215.18,0.867,-3215.18,0.849
29221898.504,nan,0.421,nan,0.409,2170.24,0.815,2170.24,0.8,-3215.18,0.843,-3215.18,0.829
29222098.504,nan,0.353,nan,0.412,2974.04,0.817,2974.04,0.799,-3215.18,0.831,-3215.18,0.822
29222298.504,nan,0.452,nan,0.51,3215.18,0.822,3215.18,0.802,-3215.18,0.829,-3215.18,0.828
29222498.504,nan,0.624,-3215.18,0.664,3215.18,0.823,3215.18,0.801,-3215.18,0.824,-3215.18,0.83
29222698.504,-3215.18,0.792,-3215.18,0.802,3215.18,0.821,3215.18,0.797,-3215.18,0.822,-3215.18,0.83
29222898.504,-3215.18,0.878,-3215.18,0.877,3215.18,0.814,3215.18,0.788,-3215.18,0.827,-3215.18,0.839
29223098.504,-2250.62,0.879,-2572.14,0.886,3215.18,0.799,3215.18,0.772,-3215.18,0.839,-3215.18,0.853
29223298.504,-1446.83,0.873,-1768.35,0.877,3215.18,0.778,3215.18,0.751,-3215.18,0.841,-3215.18,0.858
29223498.504,-723.41,0.882,-964.55,0.88,3215.18,0.751,-3215.18,0.734,-3215.18,0.835,-3215.18,0.852
29223698.504,-321.52,0.894,-321.52,0.882,-3215.18,0.725,-3215.18,0.754,-2331.0,0.829,-3215.18,0.848
29223898.504,0.0,0.903,321.52,0.885,-3215.18,0.747,-3215.18,0.771,-1607.59,0.831,-3215.18,0.844
29224098.504,321.52,0.91,321.52,0.889,-3215.18,0.769,-3215.18,0.785,-1205.69,0.828,-2813.28,0.836
29224298.504,401.9,0.905,1044.93,0.885,-3215.18,0.784,-3215.18,0.793,-401.9,0.818,-1929.11,0.817
29224498.504,884.17,0.869,1044.93,0.866,-3215.18,0.792,-3215.18,0.795,321.52,0.8,-3215.18,0.799
29224698.504,1044.93,0.794,1446.83,0.819,-2411.38,0.797,-2250.62,0.799,803.79,0.781,-3215.18,0.786
29224898.504,1044.93,0.668,1527.21,0.716,-1607.59,0.809,-1527.21,0.809,1607.59,0.768,-3215.18,0.778
29225098.504,nan,0.539,nan,0.596,-884.17,0.826,-803.79,0.824,2813.28,0.763,-3215.18,0.77
29225298.504,nan,0.427,nan,0.481,-482.28,0.845,-241.14,0.84,3215.18,0.768,-2813.28,0.767
29225498.504,nan,0.538,nan,0.482,160.76,0.865,321.52,0.857,3215.18,0.767,-3215.18,0.767
29225698.504,-2170.24,0.67,nan,0.617,884.17,0.879,964.55,0.872,3215.18,0.76,-3215.18,0.767
29225898.504,-1768.35,0.755,-1768.35,0.719,1446.83,0.891,1527.21,0.884,3215.18,0.746,-3215.18,0.773
29226098.504,-1205.69,0.817,-1205.69,0.799,2250.62,0.903,2250.62,0.897,-3215.18,0.746,-3215.18,0.781
29226298.504,-803.79,0.871,-643.04,0.861,2974.04,0.917,2893.66,0.914,-3215.18,0.755,-3215.18,0.785
29226498.504,-401.9,0.919,-321.52,0.908,3215.18,0.936,3215.18,0.934,-3215.18,0.767,-3215.18,0.789
29226698.504,-160.76,0.955,-80.38,0.949,3215.18,0.945,3215.18,0.945,-3215.18,0.78,-3215.18,0.797
29226898.504,80.38,0.978,80.38,0.977,3215.18,0.939,3215.18,0.945,-3215.18,0.797,-3215.18,0.809
29227098.504,321.52,0.989,241.14,0.988,3215.18,0.923,3215.18,0.935,-3215.18,0.816,-3215.18,0.825
29227298.504,482.28,0.987,401.9,0.988,3215.18,0.9,3215.18,0.917,-3215.18,0.837,-3215.18,0.845
29227498.504,723.41,0.972,643.04,0.974,3215.18,0.867,3215.18,0.891,-3215.18,0.848,-3215.18,0.857
29227698.504,1044.93,0.951,884.17,0.95,3215.18,0.793,3215.18,0.838,-3134.8,0.845,-3215.18,0.857
29227898.504,1527.21,0.924,1366.45,0.918,3215.18,0.661,3215.18,0.74,-2331.0,0.845,-2652.52,0.849
29228098.504,2009.48,0.901,1929.11,0.884,nan,0.49,nan,0.61,-1527.21,0.851,-1848.73,0.849
29228298.504,2732.9,0.892,2491.76,0.853,nan,0.551,nan,0.577,-803.79,0.864,-1125.31,0.856
29228498.504,3215.18,0.912,2974.04,0.841,-1446.83,0.66,-3215.18,0.672,-80.38,0.877,-401.9,0.863
29228698.504,3215.18,0.927,3215.18,0.824,-1125.31,0.752,-1929.11,0.74,562.66,0.885,241.14,0.867
29228898.504,3215.18,0.922,3215.18,0.749,-884.17,0.834,-1527.21,0.813,1125.31,0.889,964.55,0.867
29229098.504,3215.18,0.891,nan,0.55,-803.79,0.903,-1125.31,0.882,1768.35,0.89,1527.21,0.866
29229298.504,3215.18,0.684,nan,0.334,-241.14,0.947,-562.66,0.928,2331.0,0.89,2089.86,0.863
29229498.504,nan,0.185,nan,0.439,0.0,0.95,80.38,0.94,2974.04,0.894,2652.52,0.867
29229698.504,nan,0.268,nan,0.572,643.04,0.911,643.04,0.916,3215.18,0.904,3215.18,0.876
29229898.504,nan,0.376,nan,0.642,1205.69,0.853,1125.31,0.872,3215.18,0.915,3215.18,0.887
29230098.504,nan,0.445,nan,0.596,1768.35,0.787,1768.35,0.82,3215.18,0.928,3215.18,0.901
29230298.504,nan,0.576,nan,0.559,1848.73,0.711,2089.86,0.756,3215.18,0.948,3215.18,0.914
29230498.504,321.52,0.741,nan,0.594,321.52,0.652,1125.31,0.687,3215.18,0.965,3215.18,0.926
29230698.504,321.52,0.771,nan,0.638,80.38,0.678,401.9,0.69,3215.18,0.972,3215.18,0.934
29230898.504,321.52,0.758,0.0,0.683,80.38,0.715,321.52,0.712,3215.18,0.965,3215.18,0.939
29231098.504,321.52,0.678,321.52,0.699,321.52,0.725,482.28,0.71,3215.18,0.945,3215.18,0.944
29231298.504,nan,0.587,321.52,0.659,482.28,0.703,643.04,0.674,3215.18,0.912,3215.18,0.951
29231498.504,nan,0.536,nan,0.618,482.28,0.661,nan,0.616,3215.18,0.855,3215.18,0.953
29231698.504,nan,0.522,nan,0.593,nan,0.645,nan,0.579,3215.18,0.74,3215.18,0.954
29231898.504,nan,0.549,nan,0.583,0.0,0.699,nan,0.632,nan,0.571,3215.18,0.951
29232098.504,nan,0.609,nan,0.634,0.0,0.782,-80.38,0.726,nan,0.451,3215.18,0.945
29232298.504,-803.79,0.688,-241.14,0.694,80.38,0.849,0.0,0.808,nan,0.641,3215.18,0.932
29232498.504,-723.41,0.767,-241.14,0.753,401.9,0.876,321.52,0.855,-3215.18,0.818,3215.18,0.889
29232698.504,-401.9,0.811,80.38,0.799,562.66,0.863,482.28,0.864,-3215.18,0.907,3215.18,0.796
29232898.504,-160.76,0.826,321.52,0.802,643.04,0.824,643.04,0.846,-3215.18,0.947,nan,0.614
